timestamp,gpu_index,utilization_pct,memory_used_mb,memory_total_mb,power_draw_w,sm_clock_mhz
1776365868.6525764,0,100.0,73639.875,81920.0,154.674,1410
1776365868.7668161,0,100.0,73639.875,81920.0,342.86,1410
1776365868.8669233,0,76.0,73639.875,81920.0,345.447,1410
1776365868.9670303,0,76.0,73639.875,81920.0,349.577,1410
1776365869.067139,0,100.0,73639.875,81920.0,347.516,1410
1776365869.1672306,0,100.0,73639.875,81920.0,348.11,1410
1776365869.2673187,0,100.0,73639.875,81920.0,348.983,1410
1776365869.36741,0,100.0,73639.875,81920.0,349.074,1410
1776365869.4675045,0,100.0,73639.875,81920.0,347.516,1410
1776365869.5676143,0,100.0,73639.875,81920.0,347.273,1410
1776365869.6677485,0,100.0,73639.875,81920.0,347.238,1410
1776365869.7678514,0,100.0,73639.875,81920.0,352.572,1410
1776365869.8679407,0,100.0,73639.875,81920.0,347.516,1410
1776365869.9680305,0,100.0,73639.875,81920.0,345.169,1410
1776365870.068118,0,100.0,73639.875,81920.0,345.447,1410
1776365870.1682076,0,100.0,73639.875,81920.0,349.344,1410
1776365870.2682984,0,100.0,73639.875,81920.0,349.344,1410
1776365870.3684247,0,100.0,73639.875,81920.0,347.238,1410
1776365870.468529,0,100.0,73639.875,81920.0,352.572,1410
1776365870.5686183,0,100.0,73639.875,81920.0,349.939,1410
1776365870.6690314,0,100.0,73639.875,81920.0,350.867,1410
1776365870.7700748,0,100.0,73639.875,81920.0,350.867,1410
1776365870.8701603,0,100.0,73639.875,81920.0,350.542,1410
1776365870.970246,0,100.0,73639.875,81920.0,347.84,1410
1776365871.0704408,0,100.0,73639.875,81920.0,349.909,1410
1776365871.1705644,0,100.0,73639.875,81920.0,347.273,1410
1776365871.2706494,0,100.0,73639.875,81920.0,350.179,1410
1776365871.3707376,0,100.0,73639.875,81920.0,346.311,1410
1776365871.470822,0,99.0,73639.875,81920.0,349.909,1410
1776365871.5709083,0,99.0,73639.875,81920.0,349.307,1410
1776365871.670992,0,100.0,73639.875,81920.0,350.503,1410
1776365871.7710755,0,100.0,73639.875,81920.0,350.272,1410
1776365871.8711605,0,100.0,73639.875,81920.0,353.208,1410
1776365871.9712453,0,100.0,73639.875,81920.0,349.939,1410
1776365872.0713298,0,100.0,73639.875,81920.0,349.909,1410
1776365872.1714182,0,100.0,73639.875,81920.0,350.867,1410
1776365872.2715192,0,99.0,73639.875,81920.0,341.903,1410
1776365872.3716047,0,99.0,73639.875,81920.0,347.003,1410
1776365872.471689,0,100.0,73639.875,81920.0,348.983,1410
1776365872.571787,0,100.0,73639.875,81920.0,347.876,1410
1776365872.6720343,0,100.0,73639.875,81920.0,350.781,1410
1776365872.7721224,0,100.0,73639.875,81920.0,348.2,1410
1776365872.8722162,0,100.0,73639.875,81920.0,348.796,1410
1776365872.9723141,0,100.0,73639.875,81920.0,348.983,1410
1776365873.0723991,0,100.0,73639.875,81920.0,350.781,1410
1776365873.1724813,0,100.0,73639.875,81920.0,349.307,1410
1776365873.2725623,0,100.0,73639.875,81920.0,350.272,1410
1776365873.3726656,0,100.0,73639.875,81920.0,351.145,1410
1776365873.472752,0,100.0,73639.875,81920.0,353.541,1410
1776365873.5728354,0,100.0,73639.875,81920.0,348.712,1410
1776365873.6729245,0,100.0,73639.875,81920.0,351.74,1410
1776365873.7730129,0,100.0,73639.875,81920.0,348.796,1410
1776365873.8730977,0,100.0,73639.875,81920.0,348.434,1410
1776365873.9731789,0,100.0,73639.875,81920.0,350.179,1410
1776365874.0732849,0,99.0,73639.875,81920.0,335.125,1410
1776365874.1733704,0,99.0,73639.875,81920.0,348.983,1410
1776365874.273456,0,100.0,73639.875,81920.0,350.867,1410
1776365874.3735402,0,100.0,73639.875,81920.0,349.307,1410
1776365874.4736223,0,100.0,73639.875,81920.0,349.074,1410
1776365874.5737069,0,100.0,73639.875,81920.0,348.471,1410
1776365874.6737912,0,100.0,73639.875,81920.0,348.796,1410
1776365874.773877,0,100.0,73639.875,81920.0,342.258,1410
1776365874.873962,0,99.0,73639.875,81920.0,349.669,1410
1776365874.9740467,0,99.0,73639.875,81920.0,350.272,1410
1776365875.0741298,0,100.0,73639.875,81920.0,348.983,1410
1776365875.1742144,0,100.0,73639.875,81920.0,351.145,1410
1776365875.2744682,0,100.0,73639.875,81920.0,348.11,1410
1776365875.3745708,0,100.0,73639.875,81920.0,349.939,1410
1776365875.4746568,0,100.0,73639.875,81920.0,346.914,1410
1776365875.5747414,0,100.0,73639.875,81920.0,349.909,1410
1776365875.6748264,0,99.0,73639.875,81920.0,347.273,1410
1776365875.774907,0,99.0,73639.875,81920.0,348.2,1410
1776365875.8749921,0,99.0,73639.875,81920.0,349.344,1410
1776365875.9750812,0,99.0,73639.875,81920.0,348.712,1410
1776365876.0751843,0,100.0,73639.875,81920.0,348.471,1410
1776365876.175432,0,100.0,73639.875,81920.0,349.074,1410
1776365876.275542,0,100.0,73639.875,81920.0,347.84,1410
1776365876.3756719,0,100.0,73639.875,81920.0,349.939,1410
1776365876.4757605,0,100.0,73639.875,81920.0,350.781,1410
1776365876.575858,0,100.0,73639.875,81920.0,349.307,1410
1776365876.6759644,0,100.0,73639.875,81920.0,349.909,1410
1776365876.776055,0,100.0,73639.875,81920.0,349.074,1410
1776365876.876145,0,100.0,73639.875,81920.0,350.272,1410
1776365876.976244,0,100.0,73639.875,81920.0,349.074,1410
1776365877.076531,0,100.0,73639.875,81920.0,349.344,1410
1776365877.1766634,0,100.0,73639.875,81920.0,350.867,1410
1776365877.2767708,0,100.0,73639.875,81920.0,347.516,1410
1776365877.3768706,0,100.0,73639.875,81920.0,347.238,1410
1776365877.4769561,0,100.0,73639.875,81920.0,346.311,1410
1776365877.577056,0,100.0,73639.875,81920.0,349.669,1410
1776365877.6771529,0,99.0,73639.875,81920.0,349.909,1410
1776365877.7772489,0,99.0,73639.875,81920.0,348.712,1410
