tenant,request_id,submit_time,ttft_ms,total_latency_ms,tokens_out,error
quiet_user,175,1776629771.5321999,32.17196464538574,723.3009338378906,63,
quiet_user,170,1776629766.5648816,41.78738594055176,750.1254081726074,59,
quiet_user,174,1776629770.126961,34.90400314331055,733.318567276001,60,
quiet_user,169,1776629766.2485273,51.906585693359375,759.9215507507324,62,
quiet_user,178,1776629773.1523445,30.446529388427734,737.1947765350342,64,
quiet_user,182,1776629776.9869964,31.510353088378906,740.6539916992188,64,
quiet_user,176,1776629771.968123,37.526607513427734,736.0329627990723,64,
quiet_user,172,1776629766.9604828,36.38887405395508,741.1682605743408,64,
quiet_user,213,1776629803.425419,32.277584075927734,716.5720462799072,62,
quiet_user,180,1776629774.169899,39.71290588378906,723.5746383666992,59,
quiet_user,185,1776629777.5861082,39.20888900756836,742.5053119659424,62,
quiet_user,171,1776629766.5919063,50.011634826660156,756.7346096038818,63,
quiet_user,184,1776629777.477774,45.30906677246094,750.1027584075928,63,
quiet_user,173,1776629769.7655602,34.456491470336914,730.0076484680176,62,
quiet_user,177,1776629772.7503722,35.008907318115234,724.156379699707,61,
quiet_user,183,1776629777.1783957,30.364274978637695,742.4004077911377,59,
quiet_user,179,1776629773.484701,45.98546028137207,736.5665435791016,62,
quiet_user,181,1776629776.4342408,33.174991607666016,724.9460220336914,63,
quiet_user,196,1776629788.4057062,41.56041145324707,731.576681137085,58,
quiet_user,190,1776629783.8107302,18.863916397094727,731.3668727874756,64,
quiet_user,188,1776629780.971428,34.69538688659668,718.9338207244873,63,
quiet_user,189,1776629782.2911735,21.219968795776367,715.61598777771,64,
quiet_user,200,1776629791.0692549,43.72715950012207,737.9820346832275,57,
quiet_user,186,1776629777.9729538,38.49005699157715,742.0313358306885,63,
quiet_user,187,1776629779.5679588,20.81608772277832,715.531587600708,64,
quiet_user,198,1776629790.1731348,18.845319747924805,713.6845588684082,64,
quiet_user,192,1776629784.0184886,38.3143424987793,745.246171951294,64,
quiet_user,211,1776629801.1935546,29.358386993408203,727.9579639434814,64,
quiet_user,191,1776629783.8316917,31.437158584594727,744.4808483123779,64,
quiet_user,202,1776629793.8913274,45.62830924987793,743.9486980438232,63,
quiet_user,195,1776629788.0901911,20.774126052856445,727.11181640625,64,
quiet_user,194,1776629785.5611413,46.96798324584961,738.9428615570068,63,
quiet_user,236,1776629818.673498,38.155555725097656,736.1183166503906,64,
quiet_user,193,1776629785.3895319,30.389070510864258,723.1249809265137,63,
quiet_user,199,1776629791.0061677,28.95975112915039,724.1299152374268,63,
quiet_user,197,1776629789.2185667,30.141592025756836,713.9232158660889,61,
quiet_user,204,1776629794.2169156,45.5319881439209,747.5554943084717,62,
quiet_user,203,1776629794.1869075,38.82145881652832,755.640983581543,64,
quiet_user,201,1776629793.2869906,20.944595336914062,718.0650234222412,64,
quiet_user,216,1776629805.0267723,51.8488883972168,748.3663558959961,62,
quiet_user,206,1776629795.3794625,18.605947494506836,713.942289352417,64,
quiet_user,207,1776629798.0967443,24.38640594482422,729.1786670684814,62,
quiet_user,205,1776629794.5268185,51.57637596130371,746.3252544403076,62,
quiet_user,239,1776629822.5063381,30.45058250427246,736.0215187072754,61,
quiet_user,210,1776629800.7290416,20.378828048706055,718.6951637268066,63,
quiet_user,215,1776629804.4888947,40.750980377197266,735.4984283447266,61,
quiet_user,209,1776629799.3266451,34.83009338378906,714.4246101379395,62,
quiet_user,208,1776629798.5781693,34.424781799316406,732.2399616241455,63,
quiet_user,229,1776629815.0766945,31.090497970581055,726.2091636657715,62,
quiet_user,214,1776629804.3214023,35.748958587646484,724.0190505981445,62,
quiet_user,212,1776629802.3161309,34.35540199279785,714.5481109619141,62,
quiet_user,238,1776629822.473232,19.6535587310791,725.0077724456787,64,
quiet_user,218,1776629805.507679,29.34432029724121,735.4974746704102,64,
quiet_user,230,1776629815.3391566,34.55662727355957,743.9110279083252,62,
quiet_user,217,1776629805.3440168,46.38838768005371,745.5732822418213,59,
quiet_user,221,1776629806.9529266,42.25039482116699,747.9739189147949,64,
quiet_user,227,1776629811.998909,38.388967514038086,730.0820350646973,61,
quiet_user,220,1776629806.7900274,36.46063804626465,745.774507522583,64,
quiet_user,223,1776629809.3296897,36.672115325927734,741.2979602813721,64,
quiet_user,219,1776629806.4104593,29.882431030273438,721.2016582489014,63,
quiet_user,222,1776629809.2326794,32.6080322265625,729.1505336761475,63,
quiet_user,224,1776629810.552329,22.664785385131836,720.8616733551025,64,
quiet_user,225,1776629811.0330276,38.79690170288086,736.217737197876,61,
quiet_user,231,1776629815.6786942,55.86957931518555,735.9621524810791,58,
quiet_user,226,1776629811.7764823,17.866849899291992,720.7250595092773,64,
quiet_user,241,1776629825.4390075,23.10657501220703,718.2796001434326,64,
quiet_user,228,1776629814.082677,19.559860229492188,713.5264873504639,64,
quiet_user,235,1776629818.1779041,34.0883731842041,746.6001510620117,64,
quiet_user,244,1776629833.842047,23.720264434814453,739.9280071258545,64,
quiet_user,234,1776629817.9407914,32.85622596740723,748.2342720031738,64,
quiet_user,233,1776629817.9092984,30.348539352416992,751.9996166229248,64,
quiet_user,253,1776629839.9691842,19.130229949951172,714.216947555542,64,
quiet_user,232,1776629817.776316,30.67326545715332,732.3927879333496,63,
quiet_user,237,1776629820.024363,20.602703094482422,714.9126529693604,64,
quiet_user,245,1776629833.9698153,45.86148262023926,743.1988716125488,60,
quiet_user,250,1776629838.1717846,20.545244216918945,717.505931854248,64,
quiet_user,242,1776629828.062454,20.31850814819336,723.8008975982666,62,
quiet_user,240,1776629824.31259,19.026517868041992,714.834451675415,64,
quiet_user,252,1776629839.020239,37.538766860961914,739.5434379577637,63,
quiet_user,251,1776629838.744108,43.48111152648926,736.7300987243652,59,
quiet_user,243,1776629829.7194886,22.652626037597656,716.8645858764648,64,
quiet_user,248,1776629836.119515,48.836708068847656,740.6806945800781,63,
quiet_user,247,1776629835.7231688,37.429094314575195,743.9980506896973,64,
quiet_user,249,1776629837.098522,32.14383125305176,715.6264781951904,63,
quiet_user,0,1776629607.9980567,39.90626335144043,754.9819946289062,64,
quiet_user,246,1776629835.6213453,21.63386344909668,728.8773059844971,64,
quiet_user,15,1776629620.298741,35.20512580871582,743.1631088256836,64,
quiet_user,87,1776629691.523134,36.591291427612305,735.3811264038086,63,
quiet_user,257,1776629842.8094156,38.40136528015137,748.9497661590576,61,
quiet_user,7,1776629615.5651267,30.547618865966797,729.6316623687744,64,
quiet_user,98,1776629706.8277483,35.91322898864746,722.4674224853516,63,
quiet_user,259,1776629844.7682705,19.6382999420166,714.5135402679443,64,
quiet_user,6,1776629615.0638072,25.192737579345703,722.86057472229,64,
quiet_user,91,1776629696.0561879,37.604570388793945,741.8310642242432,64,
quiet_user,254,1776629840.8107193,23.009300231933594,716.1216735839844,63,
quiet_user,4,1776629613.261994,31.435012817382812,729.8662662506104,64,
quiet_user,96,1776629704.5017922,41.697025299072266,728.4138202667236,59,
quiet_user,255,1776629842.226759,19.342660903930664,723.5033512115479,64,
quiet_user,12,1776629619.1668699,19.432783126831055,713.9415740966797,60,
quiet_user,102,1776629709.4321544,32.74989128112793,742.2487735748291,64,
quiet_user,301,1776629891.0889103,21.305561065673828,723.4821319580078,64,
quiet_user,19,1776629627.6375306,24.644851684570312,733.0412864685059,64,
quiet_user,85,1776629689.9939582,32.37462043762207,716.5000438690186,60,
quiet_user,256,1776629842.460556,50.17852783203125,746.7620372772217,60,
quiet_user,35,1776629645.0832012,22.248506546020508,726.1250019073486,61,
quiet_user,86,1776629691.2823853,19.776105880737305,722.2154140472412,63,
quiet_user,260,1776629847.0286705,35.7668399810791,732.8143119812012,63,
quiet_user,111,1776629724.2667437,47.326087951660156,740.5481338500977,63,
quiet_user,261,1776629847.0555787,41.103363037109375,746.7679977416992,64,
quiet_user,10,1776629618.1182263,53.94124984741211,755.1374435424805,63,
quiet_user,89,1776629693.4979265,18.876075744628906,713.9565944671631,63,
quiet_user,263,1776629848.6332402,42.58584976196289,730.8557033538818,60,
quiet_user,88,1776629692.4573622,21.36850357055664,717.0383930206299,64,
quiet_user,272,1776629854.5791624,18.874406814575195,723.7708568572998,64,
quiet_user,5,1776629614.2023048,32.72056579589844,717.1108722686768,63,
quiet_user,90,1776629695.84778,25.619983673095703,728.3420562744141,64,
quiet_user,258,1776629843.4188719,31.252384185791016,726.9694805145264,62,
quiet_user,9,1776629617.9426174,38.71512413024902,751.4503002166748,64,
quiet_user,93,1776629697.2971199,52.407026290893555,743.2918548583984,62,
quiet_user,265,1776629849.9182866,29.441356658935547,736.9341850280762,64,
