request_id,timestamp,ttft_ms,tpot_ms,total_latency_ms,tokens_in,tokens_out,error
0,1776365386.1327474,183.1037998199463,18.14458884444891,4809.973955154419,173,256,
1,1776365386.1329007,141.1900520324707,18.24349328583362,4793.280839920044,74,256,
2,1776365386.132961,182.0664405822754,18.187825820025274,4819.962024688721,119,256,
3,1776365386.133012,126.54995918273926,18.252244650148878,4780.872344970703,83,256,
4,1776365386.1330605,183.58945846557617,18.170585819319182,4817.088842391968,65,256,
5,1776365386.1331656,141.19887351989746,18.246928383322324,4794.16561126709,47,256,
6,1776365386.133216,182.4474334716797,18.172452964034736,4816.422939300537,137,256,
7,1776365386.133263,182.10434913635254,18.166150298773072,4814.472675323486,38,256,
8,1776365386.1333091,126.22618675231934,18.271872576545267,4785.553693771362,56,256,
9,1776365386.133354,140.18630981445312,18.233330109540155,4789.685487747192,182,256,
10,1776365386.1333985,140.95330238342285,18.246389837826,4793.782711029053,20,256,
11,1776365386.1334414,182.30557441711426,18.179782231648762,4818.150043487549,137,256,
12,1776365386.1334858,181.45322799682617,18.176598642386644,4816.48588180542,38,256,
13,1776365386.1335309,139.7407054901123,18.230530794929056,4788.5260581970215,137,256,
14,1776365386.1335752,181.7162036895752,18.152079862706803,4810.49656867981,47,256,
15,1776365386.1336188,140.75875282287598,18.248735689649394,4794.186353683472,38,256,
16,1776365386.1336637,140.2418613433838,18.233763937856637,4789.851665496826,65,256,
17,1776365386.1337075,125.78582763671875,18.250152176501704,4779.574632644653,20,256,
18,1776365386.1337507,181.92672729492188,18.175229839250154,4816.610336303711,146,256,
19,1776365386.1337953,182.86705017089844,18.17488015866747,4817.4614906311035,146,256,
20,1776365386.1338394,126.02758407592773,18.225686690386603,4773.577690124512,38,256,
21,1776365386.1338825,181.94270133972168,18.152780158846987,4810.901641845703,128,256,
22,1776365386.1339912,140.31076431274414,18.21724293278713,4785.707712173462,182,256,
23,1776365386.134041,182.67107009887695,18.178474201875574,4818.181991577148,173,256,
24,1776365386.1340892,140.04755020141602,18.244499318739948,4792.3948764801025,83,256,
25,1776365386.1341352,139.4186019897461,18.237659977931603,4790.021896362305,137,256,
26,1776365386.134181,139.15348052978516,18.251686470181333,4793.333530426025,119,256,
27,1776365386.1342263,125.25224685668945,18.233599382288315,4774.82008934021,92,256,
