timestamp,gpu_index,utilization_pct,memory_used_mb,memory_total_mb,power_draw_w,sm_clock_mhz
1776365312.2074714,0,100.0,70777.0625,81920.0,345.16,1410
1776365312.310213,0,100.0,70777.0625,81920.0,135.044,1410
1776365312.4104075,0,61.0,70777.0625,81920.0,348.558,1410
1776365312.5106163,0,61.0,70777.0625,81920.0,348.227,1410
1776365312.6108243,0,100.0,70777.0625,81920.0,344.496,1410
1776365312.7116723,0,100.0,70777.0625,81920.0,351.949,1410
1776365312.81188,0,100.0,70777.0625,81920.0,348.558,1410
1776365312.9120839,0,100.0,70777.0625,81920.0,348.558,1410
1776365313.012261,0,100.0,70777.0625,81920.0,351.617,1410
1776365313.1124427,0,100.0,70777.0625,81920.0,351.617,1410
1776365313.2126584,0,100.0,70777.0625,81920.0,349.167,1410
1776365313.3129003,0,100.0,70777.0625,81920.0,346.385,1410
1776365313.4130218,0,100.0,70777.0625,81920.0,351.341,1410
1776365313.5131493,0,100.0,70777.0625,81920.0,350.116,1410
1776365313.6132889,0,100.0,70777.0625,81920.0,353.506,1410
1776365313.713467,0,100.0,70777.0625,81920.0,350.392,1410
1776365313.8136306,0,100.0,70777.0625,81920.0,355.957,1410
1776365313.9138043,0,100.0,70777.0625,81920.0,350.116,1410
1776365314.0139773,0,100.0,70777.0625,81920.0,347.942,1410
1776365314.114171,0,100.0,70777.0625,81920.0,348.227,1410
1776365314.214389,0,100.0,70777.0625,81920.0,348.227,1410
1776365314.314607,0,100.0,70777.0625,81920.0,355.063,1410
1776365314.414911,0,100.0,70777.0625,81920.0,346.385,1410
1776365314.5158656,0,100.0,70777.0625,81920.0,354.732,1410
1776365314.6162143,0,100.0,70777.0625,81920.0,349.444,1410
1776365314.7165074,0,100.0,70777.0625,81920.0,355.348,1410
1776365314.8166769,0,100.0,70777.0625,81920.0,350.116,1410
1776365314.9168813,0,100.0,70777.0625,81920.0,355.957,1410
1776365315.0170906,0,100.0,70777.0625,81920.0,351.949,1410
1776365315.1172976,0,100.0,70777.0625,81920.0,355.063,1410
1776365315.2177205,0,100.0,70777.0625,81920.0,358.13,1410
1776365315.3179555,0,100.0,70777.0625,81920.0,351.341,1410
1776365315.4181728,0,100.0,70777.0625,81920.0,354.123,1410
1776365315.518399,0,100.0,70777.0625,81920.0,349.784,1410
1776365315.618628,0,100.0,70777.0625,81920.0,349.784,1410
1776365315.718844,0,100.0,70777.0625,81920.0,355.957,1410
1776365315.8192134,0,100.0,70777.0625,81920.0,356.628,1410
1776365315.9194264,0,100.0,70777.0625,81920.0,355.348,1410
1776365316.0196357,0,97.0,70777.0625,81920.0,351.949,1410
1776365316.1198432,0,97.0,70777.0625,81920.0,349.167,1410
1776365316.2200587,0,100.0,70777.0625,81920.0,349.167,1410
1776365316.320269,0,100.0,70777.0625,81920.0,353.174,1410
1776365316.4204824,0,100.0,70777.0625,81920.0,351.009,1410
1776365316.5206883,0,100.0,70777.0625,81920.0,349.167,1410
1776365316.620899,0,100.0,70777.0625,81920.0,354.455,1410
1776365316.7211084,0,100.0,70777.0625,81920.0,352.898,1410
1776365316.8213358,0,100.0,70777.0625,81920.0,349.444,1410
1776365316.92154,0,100.0,70777.0625,81920.0,353.506,1410
1776365317.0222542,0,100.0,70777.0625,81920.0,350.392,1410
1776365317.122474,0,100.0,70777.0625,81920.0,347.942,1410
1776365317.2226818,0,100.0,70777.0625,81920.0,354.123,1410
1776365317.3228893,0,100.0,70777.0625,81920.0,351.009,1410
1776365317.4231353,0,100.0,70777.0625,81920.0,351.009,1410
1776365317.523349,0,100.0,70777.0625,81920.0,354.455,1410
1776365317.6237338,0,100.0,70777.0625,81920.0,353.506,1410
1776365317.724147,0,100.0,70777.0625,81920.0,354.455,1410
1776365317.8243525,0,100.0,70777.0625,81920.0,351.949,1410
1776365317.9252596,0,100.0,70777.0625,81920.0,355.957,1410
1776365318.0254703,0,100.0,70777.0625,81920.0,354.455,1410
1776365318.126093,0,100.0,70777.0625,81920.0,356.289,1410
1776365318.2263126,0,100.0,70777.0625,81920.0,352.281,1410
1776365318.3265245,0,100.0,70777.0625,81920.0,356.289,1410
1776365318.4267335,0,100.0,70777.0625,81920.0,351.949,1410
1776365318.5269468,0,100.0,70777.0625,81920.0,356.628,1410
