timestamp,gpu_index,utilization_pct,memory_used_mb,memory_total_mb,power_draw_w,sm_clock_mhz
1776365335.9271853,0,100.0,70777.0625,81920.0,345.16,1410
1776365336.0328555,0,99.0,70777.0625,81920.0,132.732,1410
1776365336.1330698,0,99.0,70777.0625,81920.0,421.062,1395
1776365336.2332819,0,55.0,70777.0625,81920.0,358.462,1410
1776365336.3334918,0,55.0,70777.0625,81920.0,369.923,1410
1776365336.4336975,0,100.0,70777.0625,81920.0,374.879,1410
1776365336.5339117,0,100.0,70777.0625,81920.0,380.167,1410
1776365336.6341255,0,100.0,70777.0625,81920.0,378.886,1410
1776365336.734337,0,100.0,70777.0625,81920.0,377.993,1410
1776365336.8345435,0,100.0,70777.0625,81920.0,377.993,1410
1776365336.9347436,0,100.0,70777.0625,81920.0,378.602,1410
1776365337.0349498,0,100.0,70777.0625,81920.0,381.052,1410
1776365337.1352417,0,100.0,70777.0625,81920.0,385.114,1410
1776365337.2354672,0,100.0,70777.0625,81920.0,383.557,1410
1776365337.3356464,0,100.0,70777.0625,81920.0,381.724,1410
1776365337.435859,0,100.0,70777.0625,81920.0,386.063,1410
1776365337.5360663,0,100.0,70777.0625,81920.0,383.889,1410
1776365337.6362789,0,100.0,70777.0625,81920.0,383.889,1410
1776365337.7364898,0,100.0,70777.0625,81920.0,379.218,1410
1776365337.8367136,0,100.0,70777.0625,81920.0,385.391,1410
1776365337.9369004,0,100.0,70777.0625,81920.0,384.506,1410
1776365338.0370529,0,100.0,70777.0625,81920.0,378.886,1410
1776365338.137225,0,100.0,70777.0625,81920.0,384.166,1410
1776365338.2374358,0,100.0,70777.0625,81920.0,386.672,1410
1776365338.3376448,0,100.0,70777.0625,81920.0,378.886,1410
1776365338.4379654,0,100.0,70777.0625,81920.0,382.332,1410
1776365338.538177,0,100.0,70777.0625,81920.0,387.565,1410
1776365338.6384122,0,100.0,70777.0625,81920.0,386.34,1410
1776365338.7386258,0,100.0,70777.0625,81920.0,378.886,1410
1776365338.8388326,0,100.0,70777.0625,81920.0,385.731,1410
1776365338.9390416,0,100.0,70777.0625,81920.0,386.948,1410
1776365339.0392432,0,100.0,70777.0625,81920.0,391.904,1410
