timestamp,gpu_index,utilization_pct,memory_used_mb,memory_total_mb,power_draw_w,sm_clock_mhz
1776364765.0478384,0,100.0,70952.875,81559.0,457.477,1980
1776364765.154205,0,100.0,70952.875,81559.0,440.679,1980
1776364765.2544615,0,12.0,70952.875,81559.0,418.141,1980
1776364765.3546095,0,12.0,70952.875,81559.0,424.341,1980
1776364765.4547641,0,100.0,70952.875,81559.0,434.342,1980
1776364765.5549152,0,100.0,70952.875,81559.0,447.494,1980
1776364765.6550474,0,100.0,70952.875,81559.0,460.201,1980
1776364765.7551754,0,100.0,70952.875,81559.0,474.691,1980
1776364765.8553,0,100.0,70952.875,81559.0,488.474,1980
1776364765.9554462,0,100.0,70952.875,81559.0,500.739,1980
1776364766.0556262,0,100.0,70952.875,81559.0,515.057,1980
1776364766.1557827,0,100.0,70952.875,81559.0,539.22,1980
1776364766.2571692,0,100.0,70952.875,81559.0,582.014,1980
1776364766.3573494,0,100.0,70952.875,81559.0,589.938,1980
1776364766.457595,0,100.0,70952.875,81559.0,593.658,1980
1776364766.558494,0,100.0,70952.875,81559.0,594.528,1980
1776364766.6586401,0,100.0,70952.875,81559.0,595.745,1980
1776364766.7595289,0,100.0,70952.875,81559.0,596.02,1980
1776364766.8599756,0,100.0,70952.875,81559.0,596.774,1980
1776364766.960133,0,100.0,70952.875,81559.0,596.421,1980
1776364767.0602598,0,100.0,70952.875,81559.0,597.187,1980
1776364767.1604803,0,100.0,70952.875,81559.0,597.86,1980
1776364767.2609348,0,100.0,70952.875,81559.0,582.708,1980
1776364767.361147,0,83.0,70952.875,81559.0,574.165,1980
1776364767.4627643,0,83.0,70952.875,81559.0,571.396,1980
1776364767.562976,0,100.0,70952.875,81559.0,570.06,1980
1776364767.6631718,0,100.0,70952.875,81559.0,570.104,1980
1776364767.7635717,0,100.0,70952.875,81559.0,567.745,1980
1776364767.8655288,0,100.0,70952.875,81559.0,568.497,1980
1776364767.9656553,0,100.0,70952.875,81559.0,567.206,1980
1776364768.0657952,0,100.0,70952.875,81559.0,566.369,1980
1776364768.1659367,0,100.0,70952.875,81559.0,566.328,1980
1776364768.2662168,0,100.0,70952.875,81559.0,578.638,1980
1776364768.367652,0,100.0,70952.875,81559.0,590.101,1980
1776364768.4677913,0,100.0,70952.875,81559.0,593.611,1980
1776364768.5679393,0,100.0,70952.875,81559.0,594.975,1980
1776364768.6680984,0,100.0,70952.875,81559.0,595.64,1980
1776364768.7699416,0,100.0,70952.875,81559.0,597.563,1980
1776364768.8703427,0,100.0,70952.875,81559.0,598.216,1980
1776364768.9705179,0,100.0,70952.875,81559.0,599.705,1980
1776364769.0710797,0,100.0,70952.875,81559.0,600.838,1980
1776364769.1712596,0,100.0,70952.875,81559.0,602.088,1980
1776364769.2714036,0,100.0,70952.875,81559.0,603.4,1980
1776364769.3715599,0,99.0,70952.875,81559.0,594.964,1980
1776364769.4717638,0,99.0,70952.875,81559.0,587.142,1980
1776364769.572802,0,98.0,70952.875,81559.0,583.847,1980
1776364769.6736398,0,98.0,70952.875,81559.0,582.983,1980
1776364769.7737799,0,100.0,70952.875,81559.0,581.849,1980
1776364769.8739393,0,100.0,70952.875,81559.0,580.98,1980
1776364769.9740615,0,100.0,70952.875,81559.0,579.481,1980
1776364770.0746615,0,100.0,70952.875,81559.0,579.813,1980
1776364770.1747897,0,100.0,70952.875,81559.0,578.731,1980
1776364770.2759748,0,100.0,70952.875,81559.0,577.22,1980
1776364770.3767564,0,100.0,70952.875,81559.0,585.69,1980
1776364770.4788322,0,100.0,70952.875,81559.0,592.381,1980
1776364770.58077,0,100.0,70952.875,81559.0,596.055,1980
1776364770.6808903,0,100.0,70952.875,81559.0,596.852,1980
1776364770.7811112,0,100.0,70952.875,81559.0,598.2,1980
1776364770.8812833,0,100.0,70952.875,81559.0,599.222,1980
1776364770.98142,0,100.0,70952.875,81559.0,599.201,1980
1776364771.0815613,0,100.0,70952.875,81559.0,600.04,1980
1776364771.1818097,0,100.0,70952.875,81559.0,598.757,1980
1776364771.2824738,0,100.0,70952.875,81559.0,598.615,1980
1776364771.3826041,0,100.0,70952.875,81559.0,599.083,1980
1776364771.4827378,0,100.0,70952.875,81559.0,591.074,1980
1776364771.582867,0,100.0,70952.875,81559.0,576.72,1980
1776364771.6829975,0,100.0,70952.875,81559.0,563.314,1980
1776364771.7831347,0,100.0,70952.875,81559.0,549.388,1980
1776364771.8832612,0,100.0,70952.875,81559.0,533.894,1980
1776364771.9833794,0,100.0,70952.875,81559.0,520.282,1980
1776364772.0835276,0,100.0,70952.875,81559.0,507.546,1980
1776364772.1837168,0,100.0,70952.875,81559.0,494.005,1980
1776364772.2838516,0,100.0,70952.875,81559.0,477.908,1980
1776364772.3840013,0,100.0,70952.875,81559.0,466.985,1980
1776364772.4841516,0,100.0,70952.875,81559.0,459.008,1980
1776364772.5848265,0,100.0,70952.875,81559.0,458.95,1980
1776364772.6850855,0,100.0,70952.875,81559.0,458.236,1980
1776364772.7856538,0,100.0,70952.875,81559.0,459.186,1980
1776364772.8863685,0,100.0,70952.875,81559.0,458.967,1980
1776364772.9865139,0,100.0,70952.875,81559.0,458.825,1980
1776364773.0866542,0,100.0,70952.875,81559.0,457.857,1980
